split,origin_timestamp,timestamp,actual,forecast,error,q00,q10,q20,q30,q40,q50,q60,q70,q80,q90
walk_forward,2023-09-12 21:25:00,2023-09-12 21:30:00,5164.145,5171.099,-6.9541016,5181.1074,5113.2563,5141.2964,5164.189,5171.099,5171.099,5190.2266,5198.0464,5209.4307,5259.9854
walk_forward,2023-09-12 21:25:00,2023-09-12 21:35:00,5169.174,5180.8643,-11.69043,5202.1274,5096.035,5142.392,5148.3003,5174.511,5180.8643,5182.653,5221.914,5221.914,5253.3545
walk_forward,2023-09-12 21:25:00,2023-09-12 21:40:00,5174.2026,5191.6763,-17.473633,5190.952,5118.0635,5142.4185,5167.304,5184.889,5191.6763,5200.233,5217.6035,5231.2754,5272.0405
walk_forward,2023-09-12 21:25:00,2023-09-12 21:45:00,5179.232,5162.9604,16.271484,5217.5996,5066.2197,5119.5396,5138.632,5140.4893,5162.9604,5176.3486,5196.7075,5202.305,5228.1797
walk_forward,2023-09-12 21:25:00,2023-09-12 21:50:00,5184.2607,5199.45,-15.189453,5171.0195,5109.202,5161.828,5177.877,5184.458,5199.45,5206.259,5221.799,5226.413,5263.635
walk_forward,2023-09-12 21:25:00,2023-09-12 21:55:00,5189.2896,5203.0894,-13.799805,5209.295,5134.467,5171.001,5180.6777,5185.454,5203.0894,5209.587,5227.0054,5251.811,5263.9097
walk_forward,2023-09-12 21:25:00,2023-09-12 22:00:00,5194.3184,5199.459,-5.140625,5196.0176,5105.7676,5152.668,5152.799,5162.549,5199.459,5199.459,5215.963,5225.1533,5254.2266
walk_forward,2023-09-12 21:25:00,2023-09-12 22:05:00,5199.347,5207.279,-7.9316406,5229.75,5075.183,5166.0176,5192.0303,5195.368,5207.279,5227.3013,5235.2773,5249.878,5273.0996
walk_forward,2023-09-12 21:25:00,2023-09-12 22:10:00,5204.3765,5216.1406,-11.76416,5228.5254,5137.1494,5184.431,5184.431,5193.9185,5216.1406,5235.9546,5236.7134,5238.581,5271.9336
walk_forward,2023-09-12 21:25:00,2023-09-12 22:15:00,5209.4053,5217.9175,-8.512207,5212.189,5137.4536,5175.0947,5193.0083,5201.84,5217.9175,5235.5293,5248.7446,5266.7817,5284.052
walk_forward,2023-09-12 21:25:00,2023-09-12 22:20:00,5214.434,5225.9624,-11.52832,5220.7983,5171.017,5178.1006,5211.508,5211.508,5225.9624,5236.7227,5248.544,5283.584,5285.944
walk_forward,2023-09-12 21:25:00,2023-09-12 22:25:00,5219.463,5204.065,15.397949,5239.4175,5101.634,5162.8477,5179.572,5189.2275,5204.065,5227.7827,5234.365,5242.059,5262.233
